word	lemma
volcanos	volcano
verges	verge
vestry	vestry
voyeurs	voyeur
vaccinated	vaccinate
vassal	vassal
vegetal	vegetal
voiced	voiced
vermicelli	vermicelli
ventilate	ventilate
viewable	viewable
vintner	vintner
vocalization	vocalization
vid	vid
vacated	vacated
vetted	vet
vibrantly	vibrantly
villainy	villainy
victimize	victimize
vetoes	veto
viridian	viridian
vespers	vespers
verandas	veranda
vietnam-era	vietnam-era
voyagers	voyager
vibe	vibe
vacuumed	vacuum
vented	vented
victorian-era	victorian-era
vexing	vex
veined	veined
vindictiveness	vindictiveness
veiled	veil
valedictory	valedictory
vaporous	vaporous
valets	valet
violas	viola
victimizing	victimize
valorization	valorization
visualizations	visualization
ventriloquism	ventriloquism
vert	vert
vaporized	vaporize
vaginas	vagina
varmints	varmint
veined	vein
vocalizing	vocalize
viewings	viewing
videocassettes	videocassette
verticals	vertical
vibrators	vibrator
vocab	vocab
vomits	vomit
voice-activated	voice-activated
ventricles	ventricle
vamps	vamp
vacillation	vacillation
voiding	void
verso	verso
voyageurs	voyageur
vibratory	vibratory
vandalized	vandalize
vivacity	vivacity
ventilating	ventilating
vertex	vertex
vagrant	vagrant
valueless	valueless
value-oriented	value-oriented
vietnamese-american	vietnamese-american
variate	variate
vandalizing	vandalize
vies	vie
vindicating	vindicate
vouched	vouch
varnish	varnish
vetch	vetch
virtuality	virtuality
vanadium	vanadium
visuality	visuality
victorian-style	victorian-style
venality	venality
visual-spatial	visual-spatial
venerate	venerate
v-neck	v-neck
vitreous	vitreous
vanishingly	vanishingly
vocalize	vocalize
vagrancy	vagrancy
vetting	vet
video-on-demand	video-on-demand
videoconference	videoconference
vice-principal	vice-principal
vote-getter	vote-getter
victuals	victuals
virtuosic	virtuosic
value-laden	value-laden
vents	vent
vex	vex
vacillated	vacillate
vaster	vast
vagabonds	vagabond
vedic	vedic
vendettas	vendetta
vaporizing	vaporize
veterinary	veterinary
virologist	virologist
voter-approved	voter-approved
varnishes	varnish
viewport	viewport
vigilantism	vigilantism
vinegary	vinegary
vizier	vizier
video-based	video-based
voided	void
veiny	veiny
verts	vert
vacating	vacate
vandal	vandal
voyaging	voyage
vomited	vomit
vituperative	vituperative
voided	void
voice-recognition	voice-recognition
velodrome	velodrome
verges	verge
verged	verge
virulently	virulently
vaporizes	vaporize
visualizes	visualize
voter-registration	voter-registration
votives	votive
vesicles	vesicle
viviparous	viviparous
vanquishing	vanquish
videocamera	videocamera
verbalizing	verbalize
venturesome	venturesome
voluntarism	voluntarism
vertices	vertex
venezuelan	venezuelan
vassals	vassal
vice-presidents	vice-president
visuospatial	visuospatial
verse	verse
verdigris	verdigris
vampirism	vampirism
vigilantly	vigilantly
veils	veil
vice-chair	vice-chair
veldt	veldt
vaquero	vaquero
virtuosos	virtuoso
varnished	varnish
violist	violist
vaulter	vaulter
vasoconstriction	vasoconstriction
volatiles	volatile
vanitas	vanitas
vindicates	vindicate
vim	vim
vilifying	vilify
valedictorians	valedictorian
verticality	verticality
velcro	velcro
verge	verge
vegetated	vegetated
vasectomies	vasectomy
vaccinia	vaccinia
verbose	verbose
vaseline	vaseline
viscoelastic	viscoelastic
voting-age	voting-age
verity	verity
vacationer	vacationer
vulgarities	vulgarity
vaporized	vaporized
viticulture	viticulture
variable-speed	variable-speed
vermicomposting	vermicomposting
virology	virology
vaginally	vaginally
visages	visage
viburnum	viburnum
volumizing	volumizing
vaporization	vaporization
venial	venial
velociraptor	velociraptor
vagus	vagus
vaqueros	vaquero
valvular	valvular
vermillion	vermillion
vinaigrettes	vinaigrette
value-based	value-based
ventilatory	ventilatory
vinifera	vinifera
verily	verily
vittles	vittles
victimizer	victimizer
vampiric	vampiric
voyageur	voyageur
variegation	variegation
vituperation	vituperation
vacillate	vacillate
vine-covered	vine-covered
variably	variably
vegetable-based	vegetable-based
vexatious	vexatious
violative	violative
vitrine	vitrine
vasodilator	vasodilator
vacationed	vacation
vexed	vex
virga	virga
vision-specific	vision-specific
vestries	vestry
vainglorious	vainglorious
vote-getters	vote-getters
verbalization	verbalization
venerated	venerate
vamp	vamp
vacation	vacation
vaguer	vague
vexations	vexation
viatical	viatical
violence-prone	violence-prone
veto-proof	veto-proof
ven	ven
vice-presidency	vice-presidency
valorize	valorize
variable-rate	variable-rate
vestal	vestal
victoriously	victoriously
virtuously	virtuously
vector-borne	vector-borne
venturers	venturer
variates	variate
verbalized	verbalize
vacuity	vacuity
vouching	vouch
vote-counting	vote-counting
vodkas	vodka
vining	vining
veld	veld
vine-ripened	vine-ripened
vandalized	vandalized
vitiate	vitiate
voluptuousness	voluptuousness
volcanologists	volcanologist
valences	valence
vaporetto	vaporetto
value-neutral	value-neutral
vacuums	vacuum
vintage-inspired	vintage-inspired
vitrines	vitrine
verdure	verdure
vasodilation	vasodilation
vaporizer	vaporizer
voracity	voracity
voyage	voyage
vamping	vamp
v-chip	v-chip
voluptuously	voluptuously
viselike	viselike
value-priced	value-priced
vocationally	vocationally
vales	vale
vasculature	vasculature
versification	versification
vagal	vagal
vilest	vile
vigour	vigour
victimizers	victimizer
voltmeter	voltmeter
vasculitis	vasculitis
ventriloquists	ventriloquist
vision-related	vision-related
vacs	vac
vaudevillian	vaudevillian
verifiably	verifiably
vilified	vilified
vending-machine	vending-machine
vegetated	vegetate
viceroys	viceroy
vibraphone	vibraphone
vises	vise
viewports	viewport
vitalism	vitalism
vacuum-packed	vacuum-packed
vaunted	vaunt
valises	valise
vicepresident	vicepresident
vetted	vetted
volcanologist	volcanologist
video-editing	video-editing
viscose	viscose
voltaic	voltaic
viewscreens	viewscreen
viceregal	viceregal
vandalize	vandalize
violet-blue	violet-blue
videography	videography
virtu	virtu
viceroyalty	viceroyalty
vouchsafed	vouchsafe
vivisection	vivisection
velvet-lined	velvet-lined
victimology	victimology
variance-covariance	variance-covariance
vitiligo	vitiligo
vortexes	vortex
vitiated	vitiate
varnishing	varnish
viewfinders	viewfinder
valorized	valorize
vocational-technical	vocational-technical
viaducts	viaduct
vestment	vestment
vascularity	vascularity
vileness	vileness
verbalizations	verbalization
versicolor	versicolor
variable-star	variable-star
vasoconstrictor	vasoconstrictor
vervain	vervain
vengefulness	vengefulness
vacillates	vacillate
verbosity	verbosity
volcanically	volcanically
valorous	valorous
voting-rights	voting-rights
vireo	vireo
visualized	visualized
vegetatively	vegetatively
varnished	varnish
veneered	veneered
virginian	virginian
videodiscs	videodisc
velociraptors	velociraptor
venerates	venerate
vampy	vampy
valances	valance
vacuum-sealed	vacuum-sealed
victimizes	victimize
voicings	voicing
visored	visored
votaries	votary
vesting	vest
virologists	virologist
vote-buying	vote-buying
vicuna	vicuna
viol	viol
venoms	venom
versos	verso
voluminously	voluminously
vomits	vomit
valorizes	valorize
village-based	village-based
videographers	videographer
videocam	videocam
vouchsafed	vouchsafe
values-based	values-based
venture-backed	venture-backed
vancomycin-resistant	vancomycin-resistant
vibrio	vibrio
vice-consul	vice-consul
vengefully	vengefully
v-shape	v-shape
vintage-style	vintage-style
venders	vender
videotapes	videotape
vixens	vixen
voided	voided
veganism	veganism
videophones	videophone
volar	volar
vehicle-mounted	vehicle-mounted
vibrotactile	vibrotactile
volubly	volubly
vulgarly	vulgarly
vegas-style	vegas-style
videocameras	videocamera
venerating	venerate
vapour	vapour
varicella	varicella
verifiability	verifiability
vygotskian	vygotskian
visual-effects	visual-effects
valencian	valencian
verbal-linguistic	verbal-linguistic
vise-like	vise-like
vaulting	vault
vitamin-rich	vitamin-rich
valorizing	valorize
vilified	vilify
voyaged	voyage
vagabond	vagabond
vicarage	vicarage
vietnamese-americans	vietnamese-american
visitable	visitable
vulpine	vulpine
villainess	villainess
voluntaristic	voluntaristic
vote-rigging	vote-rigging
vichyssoise	vichyssoise
violence-related	violence-related
video-conferencing	video-conferencing
vasomotor	vasomotor
vascularized	vascularized
virilocal	virilocal
viscoelasticity	viscoelasticity
verbalized	verbalize
verifications	verification
volley	volley
vied	vie
veneered	veneer
vaudevillian	vaudevillian
vegetable	vegetable
vinyl-covered	vinyl-covered
videoconferences	videoconference
vacillated	vacillate
veritably	veritably
vanguards	vanguard
vest-pocket	vest-pocket
velvet-covered	velvet-covered
veining	veining
vouchsafe	vouchsafe
vaccine-preventable	vaccine-preventable
validations	validation
vitrification	vitrification
vanquishes	vanquish
valediction	valediction
vanilla-scented	vanilla-scented
vacillations	vacillation
vase-shaped	vase-shaped
vireos	vireo
virally	virally
verifier	verifier
vernaculars	vernacular
volutes	volute
vertical-axis	vertical-axis
vegetate	vegetate
visioning	visioning
va-va-voom	va-va-voom
vouched	vouch
vitiated	vitiate
vanload	vanload
vulgarization	vulgarization
vicars	vicar
viburnums	viburnum
valorized	valorize
viticultural	viticultural
vulvar	vulvar
voluntarist	voluntarist
victimizations	victimization
virgilian	virgilian
value-conscious	value-conscious
v-necked	v-necked
vexes	vex
venomously	venomously
video-sharing	video-sharing
vocalized	vocalize
voids	void
vivify	vivify
voicemails	voicemail
vamps	vamp
virtuosi	virtuoso
vertiginously	vertiginously
volatilization	volatilization
volute	volute
vesper	vesper
vamped	vamp
vectoring	vectore
v-chips	v-chip
vacates	vacate
video-rental	video-rental
verbalized	verbalized
vincristine	vincristine
vesicle	vesicle
virological	virological
vasodilatation	vasodilatation
vaccinees	vaccine
vainglory	vainglory
vibration-free	vibration-free
virus-free	virus-free
vogues	vogue
vindicator	vindicator
vitalize	vitalize
vitro	vitro
vacuum-tube	vacuum-tube
vasodilators	vasodilator
vacation-home	vacation-home
vocative	vocative
vees	vee
vesicular	vesicular
voicebox	voicebox
vegetable-oil	vegetable-oil
vasoconstrictors	vasoconstrictor
vacuum-cleaner	vacuum-cleaner
vacant-eyed	vacant-eyed
vibrated	vibrate
vaginitis	vaginitis
vasoactive	vasoactive
volleyballs	volleyball
vapours	vapour
ventilator-dependent	ventilator-dependent
virus-resistant	virus-resistant
valour	valour
velocimetry	velocimetry
vice-minister	vice-minister
varicocele	varicocele
volleying	volley
vilifies	vilify
vegetating	vegetate
vertebrate	vertebrate
vibraphonist	vibraphonist
voluptuary	voluptuary
vitiates	vitiate
veridical	veridical
village-level	village-level
vibration-damping	vibration-damping
viziers	vizier
vocational/technical	vocational/technical
vocalic	vocalic
virtualized	virtualized
vectorborne	vectorborne
vasovagal	vasovagal
visuo-spatial	visuo-spatial
volubility	volubility
vouches	vouch
volleyed	volley
vilely	vilely
vegetated	vegetate
vidscreen	vidscreen
voiceprints	voiceprint
velar	velar
ventromedial	ventromedial
word	lemma
the	the
even	even
men	man
least	least
police	police
quite	quite
include	include
knowledge	knowledge
set	set
doctor	doctor
build	build
surface	surface
less	less
soldiers	soldier
na	na
united	united
runs	run
farm	farm
thin	thin
views	view
essential	essential
upper	upper
earlier	early
waste	waste
caused	cause
approximately	approximately
hat	hat
bike	bike
indians	indian
devices	device
sounds	sound
draft	draft
exists	exist
married	marry
mere	mere
okay	okay
joins	join
wake	wake
fathers	father
opinions	opinion
boards	board
conversations	conversation
topics	topic
plot	plot
entitled	entitle
lip	lip
fires	fire
civilians	civilian
readily	readily
determination	determination
rage	rage
initiatives	initiative
occasions	occasion
inside	inside
tribe	tribe
manufacturer	manufacturer
citizenship	citizenship
embrace	embrace
voluntary	voluntary
driveway	driveway
occupied	occupy
flash	flash
bizarre	bizarre
boost	boost
confirmed	confirm
hurt	hurt
flu	flu
eighteen	eighteen
store	store
backed	back
continually	continually
attacked	attack
wrapped	wrap
cooperate	cooperate
trace	trace
dismissed	dismiss
helicopters	helicopter
pounding	pounding
poison	poison
worried	worry
delay	delay
develops	develop
psychiatrist	psychiatrist
saddle	saddle
stretched	stretch
continuity	continuity
precedent	precedent
prefers	prefer
pitchers	pitcher
cockpit	cockpit
delayed	delay
bombings	bombing
goodbye	goodbye
markers	marker
higher	high
canopy	canopy
triple	triple
fringe	fringe
fries	fry
respectable	respectable
glances	glance
measures	measure
scottish	scottish
ambiguity	ambiguity
onstage	onstage
automated	automated
veil	veil
freed	free
relaxed	relax
cartoons	cartoon
premium	premium
melted	melt
downward	downward
disagreed	disagree
revive	revive
inflammation	inflammation
anguish	anguish
poisoning	poisoning
fulfillment	fulfillment
lest	lest
drill	drill
pleasing	pleasing
pilgrimage	pilgrimage
pineapple	pineapple
martian	martian
brochure	brochure
frame	frame
canon	canon
insure	insure
granny	granny
powdered	powdered
fishes	fish
might	might
awakened	awaken
nightclub	nightclub
sane	sane
orientations	orientation
bloom	bloom
hydraulic	hydraulic
muster	muster
strewn	strew
lofty	lofty
coarsely	coarsely
deserted	desert
humiliating	humiliating
parchment	parchment
standoff	standoff
safest	safe
best	best
spiritually	spiritually
synonymous	synonymous
prenatal	prenatal
worthy	worthy
sweets	sweet
whereabouts	whereabouts
infusion	infusion
fencing	fencing
seventy-five	seventy-five
flickered	flicker
picturesque	picturesque
timeline	timeline
opium	opium
impartial	impartial
junior	junior
dagger	dagger
praising	praise
microbial	microbial
desolate	desolate
trusting	trusting
brethren	brother
beginner	beginner
plume	plume
algebra	algebra
nitrate	nitrate
originated	originate
revived	revive
receding	recede
heartfelt	heartfelt
hasty	hasty
discursive	discursive
diver	diver
matched	match
immortality	immortality
sift	sift
waterways	waterway
weakest	weak
chunky	chunky
cadet	cadet
editorials	editorial
tart	tart
compulsion	compulsion
summed	sum
shaker	shaker
swelled	swell
vested	vested
manned	manned
absurdity	absurdity
mainline	mainline
ascending	ascending
coexist	coexist
ecclesiastical	ecclesiastical
decoys	decoy
ratified	ratify
midwife	midwife
onlookers	onlooker
combed	comb
trotted	trot
ordination	ordination
issuers	issuer
jutting	jut
gunshots	gunshot
secretariat	secretariat
wrestler	wrestler
blight	blight
lite	lite
filth	filth
glided	glide
broiler	broiler
outback	outback
buoyant	buoyant
rappers	rapper
milestones	milestone
supplementary	supplementary
handlebar	handlebar
refresh	refresh
confectioners	confectioner
minimized	minimize
dispensing	dispense
code	code
unequivocal	unequivocal
disingenuous	disingenuous
swooped	swoop
blackberries	blackberry
freaks	freak
faceless	faceless
valiant	valiant
wholeheartedly	wholeheartedly
delegations	delegation
punches	punch
blended	blended
shrugs	shrug
original	original
sari	sari
impressionist	impressionist
revolved	revolve
vestiges	vestige
shoestring	shoestring
polished	polish
outlawed	outlaw
prohibited	prohibit
whitetail	whitetail
maniac	maniac
penicillin	penicillin
martinis	martini
eviction	eviction
rests	rest
homely	homely
grumpy	grumpy
bio	bio
contagion	contagion
nomads	nomad
sonnet	sonnet
boobs	boob
provokes	provoke
subconscious	subconscious
jigs	jig
buttered	buttered
whine	whine
likened	liken
raccoons	raccoon
self-centered	self-centered
blocker	blocker
oeuvre	oeuvre
one-stop	one-stop
thong	thong
sow	sow
anti-communist	anti-communist
calculators	calculator
whatnot	whatnot
conferring	confer
shapely	shapely
impeccably	impeccably
tic	tic
dabbed	dab
bugging	bug
screeners	screener
weighting	weighting
covariate	covariate
diminishing	diminish
emanate	emanate
eight-hour	eight-hour
straddle	straddle
verbatim	verbatim
common-sense	common-sense
cob	cob
threes	three
trashing	trash
bottling	bottling
artisanal	artisanal
acoustical	acoustical
zero-sum	zero-sum
sauntered	saunter
pissing	piss
pelagic	pelagic
ballplayers	ballplayer
salutary	salutary
insured	insured
ostracized	ostracize
pianos	piano
hustled	hustle
privatized	privatized
permafrost	permafrost
four-game	four-game
wills	will
peels	peel
outlive	outlive
excels	excel
inexcusable	inexcusable
long-sleeved	long-sleeved
orator	orator
rebelled	rebel
silos	silo
cortical	cortical
clasping	clasp
withered	withered
carcinogenic	carcinogenic
dyed	dye
steal	steal
certifying	certify
unsound	unsound
crustaceans	crustacean
cancellations	cancellation
semisweet	semisweet
debriefing	debrief
executor	executor
family-oriented	family-oriented
capitulation	capitulation
straddled	straddle
vicariously	vicariously
self-preservation	self-preservation
puffs	puff
hindering	hinder
eyed	eyed
imitators	imitator
chivalry	chivalry
evaluator	evaluator
nerdy	nerdy
analytically	analytically
invades	invade
personalized	personalize
gopher	gopher
carotene	carotene
snags	snag
hunks	hunk
racialized	racialized
psychoanalyst	psychoanalyst
third-place	third-place
liken	liken
paralyze	paralyze
deviance	deviance
honorably	honorably
paleontology	paleontology
woozy	woozy
cultivar	cultivar
trots	trot
then-president	then-president
churn	churn
degenerated	degenerate
shortwave	shortwave
haunt	haunt
self-criticism	self-criticism
unpeeled	unpeeled
malay	malay
scabs	scab
one-person	one-person
mans	man
off-balance	off-balance
handball	handball
ghoulish	ghoulish
copyrights	copyright
democratize	democratize
mutuality	mutuality
inquiring	inquire
buzzes	buzz
compressors	compressor
holdover	holdover
croissant	croissant
adorning	adorn
stages	stage
pertained	pertain
cryogenic	cryogenic
bleary-eyed	bleary-eyed
dialed	dial
wirelessly	wirelessly
beekeepers	beekeeper
persuasions	persuasion
miscommunication	miscommunication
glen	glen
commuting	commute
misreading	misreading
excluded	excluded
registries	registry
panamanians	panamanian
deflating	deflate
health-insurance	health-insurance
iceman	iceman
trumpeted	trumpet
bombs	bomb
screenwriters	screenwriter
woodpeckers	woodpecker
monotheism	monotheism
terrified	terrify
inferential	inferential
chub	chub
scouted	scout
dead-on	dead-on
inflections	inflection
terrify	terrify
south-facing	south-facing
assimilated	assimilated
itemized	itemized
dialectics	dialectic
roundabout	roundabout
sizzled	sizzle
cookout	cookout
ephemera	ephemera
mikes	mike
capital-intensive	capital-intensive
navies	navy
eardrum	eardrum
perp	perp
chinaman	chinaman
doled	dole
merited	merit
barium	barium
maturities	maturity
mind/body	mind/body
screamer	screamer
frigging	frigging
aggregated	aggregated
globules	globule
cubist	cubist
febrile	febrile
persimmons	persimmon
junket	junket
cargoes	cargo
discontents	discontent
below-average	below-average
charlatan	charlatan
bungled	bungled
mothballs	mothball
lustful	lustful
ill-suited	ill-suited
namibian	namibian
nonconference	nonconference
jiffy	jiffy
superficiality	superficiality
coexisted	coexist
pocked	pock
imago	imago
four-speed	four-speed
potentiality	potentiality
cycled	cycle
venal	venal
boatload	boatload
centurion	centurion
snowmen	snowman
scowls	scowl
clout	clout
life-or-death	life-or-death
reestablished	reestablish
subsidence	subsidence
snowmobiling	snowmobiling
gynecologists	gynecologist
steadies	steady
designed	designed
triads	triad
twenty-second	twenty-second
raincoats	raincoat
phase	phase
standing-room-only	standing-room-only
inversions	inversion
precut	precut
glorified	glorify
shimmied	shimmy
aggregations	aggregation
electrocardiogram	electrocardiogram
slurred	slurred
moray	moray
japanese-style	japanese-style
jingled	jingle
nanomachines	nanomachine
inboard	inboard
beheaded	behead
notched	notch
end-use	end-use
vagrant	vagrant
house-to-house	house-to-house
neoplasms	neoplasm
comportment	comportment
sympathizes	sympathize
nigerian	nigerian
nabbed	nab
mappings	mapping
hypothesizes	hypothesize
postliberal	postliberal
basso	basso
life-affirming	life-affirming
asylums	asylum
abeyance	abeyance
exchange-rate	exchange-rate
interdict	interdict
salable	salable
pyrotechnic	pyrotechnic
two-bit	two-bit
poststructuralism	poststructuralism
systemically	systemically
disconcertingly	disconcertingly
visible-light	visible-light
bombardments	bombardment
maglev	maglev
balkanization	balkanization
ejecting	eject
brown-haired	brown-haired
now-familiar	now-familiar
disassembly	disassembly
squeaks	squeak
councilor	councilor
misdirected	misdirected
mastoid	mastoid
scrunch	scrunch
nativists	nativist
bitter	bitter
trawl	trawl
father-daughter	father-daughter
archrival	archrival
autoworkers	autoworker
jocular	jocular
oracular	oracular
starker	stark
beanstalk	beanstalk
proffered	proffer
nonfarm	nonfarm
lower-middle	lower-middle
e-business	e-business
walled	wall
custards	custard
shod	shoe
scarification	scarification
billow	billow
groomers	groomer
mouthed	mouth
soy-based	soy-based
bloomed	bloom
spatulas	spatula
sight-singing	sight-singing
jot	jot
scalability	scalability
temptress	temptress
indepth	indepth
potholed	potholed
recouped	recoup
pocked	pock
haystacks	haystack
fasciitis	fasciitis
waterless	waterless
four-factor	four-factor
extricating	extricate
morphologically	morphologically
chart-topping	chart-topping
capitalized	capitalized
savaged	savage
impudence	impudence
scrip	scrip
hollow-eyed	hollow-eyed
defame	defame
intensional	intensional
washbasin	washbasin
boatyard	boatyard
tipoff	tipoff
marketeers	marketeer
pointlessly	pointlessly
nuclear-free	nuclear-free
nitride	nitride
well-studied	well-studied
familiars	familiar
undone	undone
million-member	million-member
gook	gook
cozying	cozy
pocked	pocked
precocity	precocity
copped	cop
businesswomen	businesswoman
natatorium	natatorium
cases	case
forget-me-nots	forget-me-not
item-total	item-total
vacillated	vacillate
waked	wake
capon	capon
impinges	impinge
data-collection	data-collection
ethnolinguistic	ethnolinguistic
cluck	cluck
pinochle	pinochle
dispersed	disperse
incandescence	incandescence
co-payment	co-payment
hamming	ham
sodomized	sodomize
delft	delft
vomited	vomit
dozes	doze
velodrome	velodrome
presages	presage
cosponsors	cosponsor
sprayers	sprayer
spiraled	spiral
sub-zero	sub-zero
arteriosclerosis	arteriosclerosis
seatings	seating
overrated	overrate
all-round	all-round
illiquid	illiquid
seven-story	seven-story
high-concept	high-concept
expensing	expense
astrolabe	astrolabe
misspelled	misspelled
yogurts	yogurt
decongestant	decongestant
fleshing	flesh
healed	healed
animistic	animistic
retells	retell
carry-out	carry-out
consenting	consent
sumptuously	sumptuously
scarily	scarily
filberts	filbert
sigmoidoscopy	sigmoidoscopy
nestled	nestled
footed	footed
cheerio	cheerio
boded	bode
english-style	english-style
threesomes	threesome
clientelistic	clientelistic
telegraphs	telegraph
agitprop	agitprop
boy-girl	boy-girl
goldenseal	goldenseal
repatriating	repatriate
co-chairwoman	co-chairwoman
lodgers	lodger
unshakeable	unshakeable
inaugurations	inauguration
multilayer	multilayer
innervation	innervation
upends	upend
antiballistic	antiballistic
clucks	cluck
etruscans	etruscan
mislaid	mislay
earthward	earthward
categorized	categorized
autoimmunity	autoimmunity
thumped	thump
cost/benefit	cost/benefit
silkworm	silkworm
tutee	tutee
shipwrecked	shipwreck
half-timbered	half-timbered
trans-alaska	trans-alaska
angiosperm	angiosperm
indoctrinating	indoctrinate
eight-team	eight-team
absorbable	absorbable
pec	pec
skullduggery	skullduggery
perplexities	perplexity
nonperforming	nonperforming
accelerant	accelerant
hashed	hash
dazedly	dazedly
creaming	cream
stoners	stoner
arsenate	arsenate
singeing	singe
off-ramp	off-ramp
hub-and-spoke	hub-and-spoke
shootdown	shootdown
payee	payee
auctions	auction
uploads	upload
two-by-two	two-by-two
selectmen	selectman
middle-sized	middle-sized
major-league	major-league
fibs	fib
preempts	preempt
solar-type	solar-type
fair-sized	fair-sized
stupefaction	stupefaction
inessential	inessential
contraries	contrary
deliverables	deliverable
slosh	slosh
ethnomusicologist	ethnomusicologist
highest-ranked	highest-ranked
female-dominated	female-dominated
shade-grown	shade-grown
affronted	affront
jangle	jangle
heartwood	heartwood
belligerency	belligerency
nonmagnetic	nonmagnetic
tenderest	tender
decayed	decay
yowling	yowl
gummed	gummed
sino-japanese	sino-japanese
bobble	bobble
offseasons	offseason
cable-television	cable-television
eyestrain	eyestrain
organised	organised
burnet	burnet
variates	variate
repulsed	repulsed
obfuscating	obfuscate
test-fired	test-fired
hickory-smoked	hickory-smoked
surfactants	surfactant
concessioners	concessioner
half-listening	half-listening
eight-lane	eight-lane
cornflowers	cornflower
prostates	prostate
ephemerality	ephemerality
biospherians	biospherian
white-walled	white-walled
sleekness	sleekness
matriculated	matriculate
human-animal	human-animal
self-test	self-test
unibody	unibody
snowballing	snowballing
five-room	five-room
doo-wop	doo-wop
chainstay	chainstay
angstrom	angstrom
fibrotic	fibrotic
unspecific	unspecific
fizzles	fizzle
handedly	handedly
barbiturate	barbiturate
final-status	final-status
erosional	erosional
overclocking	overclocking
propound	propound
fetchingly	fetchingly
best-of-five	best-of-five
first-level	first-level
swivelled	swivel
portcullis	portcullis
reed-thin	reed-thin
condescended	condescend
ingrate	ingrate
non-refundable	non-refundable
high-occupancy	high-occupancy
microsurgical	microsurgical
bride-price	bride-price
dirtied	dirty
five-cent	five-cent
swept-back	swept-back
essayed	essay
rebuffs	rebuff
piste	piste
barbadian	barbadian
juggernauts	juggernaut
broaches	broach
ubiquitously	ubiquitously
noncancerous	noncancerous
phlebitis	phlebitis
goslings	gosling
quant	quant
sashays	sashay
stupendously	stupendously
zings	zing
overexertion	overexertion
artifices	artifice
lawn-care	lawn-care
pre-state	pre-state
case-based	case-based
spot-on	spot-on
gabbling	gabble
cohost	cohost
high-walled	high-walled
conventionalized	conventionalized
undecidable	undecidable
fairgoers	fairgoer
dvd-rom	dvd-rom
deduces	deduce
nuttier	nutty
on-location	on-location
babushkas	babushka
zipped	zipped
idylls	idyll
open-endedness	open-endedness
dolphin-safe	dolphin-safe
toughed	tough
outmaneuvering	outmaneuver
tablemates	tablemate
self-same	self-same
earplug	earplug
blipped	blip
community-development	community-development
once-daily	once-daily
malawian	malawian
phronesis	phronesis
recalculated	recalculate
squishes	squish
unkept	unkept
flirts	flirt
doorpost	doorpost
elastics	elastic
print-outs	print-out
cowled	cowled
modernities	modernity
teflon-coated	teflon-coated
poignance	poignance
vomits	vomit
average-looking	average-looking
overstated	overstated
hip-hoppers	hip-hopper
lawn-mower	lawn-mower
young-old	young-old
sex-toy	sex-toy
consilium	consilium
commandeers	commandeer
modern-looking	modern-looking
palpating	palpate
misplacement	misplacement
schemed	scheme
antiracism	antiracism
briers	brier
fraudster	fraudster
minitower	minitower
mother-adolescent	mother-adolescent
firstclass	firstclass
suprisingly	suprisingly
writer/producer	writer/producer
opposite-field	opposite-field
flash-frozen	flash-frozen
extra-terrestrial	extra-terrestrial
anti-nausea	anti-nausea
cha-ching	cha-ching
post-polio	post-polio
self-relevant	self-relevant
comfortable-looking	comfortable-looking
low-yielding	low-yielding
highest-risk	highest-risk
demur	demur
undesignated	undesignated
detainment	detainment
tumescent	tumescent
assessable	assessable
instantiates	instantiate
squeezebox	squeezebox
sisterhoods	sisterhood
forwards	forward
clothed	clothe
spiritedly	spiritedly
nine-man	nine-man
larders	larder
anti-skid	anti-skid
aldehydes	aldehyde
turbos	turbo
pound-feet	pound-feet
mouser	mouser
underlayment	underlayment
periodized	periodized
number-crunching	number-crunching
twoyear	twoyear
thirst-quenching	thirst-quenching
brightly-lit	brightly-lit
batch	batch
toddies	toddy
six-cd	six-cd
post-freudian	post-freudian
gynaecology	gynaecology
bakeware	bakeware
acid-base	acid-base
harpooner	harpooner
frat-house	frat-house
prizefight	prizefight
fawn-colored	fawn-colored
transmuted	transmute
grandmom	grandmom
spit-roasted	spit-roasted
freebasing	freebasing
perturbing	perturbing
silk-chiffon	silk-chiffon
neuropsychiatry	neuropsychiatry
microlending	microlending
silversides	silversides
capriccio	capriccio
near-flawless	near-flawless
blousy	blousy
codpiece	codpiece
bussed	buss
non-cancerous	non-cancerous
weepers	weeper
dehumidifiers	dehumidifier
white-throated	white-throated
kinking	kink
endotoxins	endotoxin
replicants	replicant
pleura	pleura
mill-levy	mill-levy
swamped	swamped
wielders	wielder
scantily-clad	scantily-clad
flea-bitten	flea-bitten
routs	rout
plusses	pluss
documentations	documentation
touchbacks	touchback
white-meat	white-meat
wheel-chair	wheel-chair
topsail	topsail
geoscientists	geoscientist
rarebit	rarebit
freeplay	freeplay
accedes	accede
drive-bys	drive-bys
radiologically	radiologically
criers	crier
metal-framed	metal-framed
axes	ax
bogey-free	bogey-free
revolutionizes	revolutionize
economic-stimulus	economic-stimulus
pizzicato	pizzicato
focally	focally
high-earning	high-earning
neotraditional	neotraditional
doublings	doubling
ya-yas	ya-ya
subversiveness	subversiveness
unlatching	unlatch
discount-store	discount-store
offed	off
lumberman	lumberman
half-inch-thick	half-inch-thick
unharnessed	unharnessed
quick-and-easy	quick-and-easy
door-way	door-way
cocoa-colored	cocoa-colored
narrativization	narrativization
overtopped	overtop
lassies	lassie
fluconazole	fluconazole
nonabusive	nonabusive
polymyositis	polymyositis
shirked	shirk
